rdt_id,ns_lines,rdt_lines,rdt_lines_id,rdt_station_names,rdt_station_codes,cause_nl,cause_en,statistical_cause_nl,statistical_cause_en,cause_group,start_time,end_time,duration_minutes
49168,Breda-'s-Hertogenbosch,"'s-Hertogenbosch - Tilburg, Breda - Tilburg","68,69","Breda,Gilze-Rijen,'s-Hertogenbosch,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, HT, TB, TBR, TBU",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-23 10:59:28","2023-08-23 14:11:54",192
49169,"Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)","24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, RTD, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-23 10:59:36","2023-08-23 11:41:07",42
49170,"Rotterdam-Breda (HSL); Amsterdam-Schiphol-Rotterdam (HSL)","Amsterdam Centraal - Schiphol Airport, Breda - Rotterdam Centraal (HSL), Rotterdam Centraal - Schiphol Airport (HSL)","15,24,32","Amsterdam Centraal,Amsterdam Lelylaan,Amsterdam Sloterdijk,Breda,Rotterdam Centraal,Schiphol Airport","ASD, ASDL, ASS, BD, RTD, SHL",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-23 10:59:44","2023-08-23 14:29:33",210
49171,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Barendrecht,Dordrecht,Rotterdam Lombardijen,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Zwijndrecht","BRD, DDR, RLB, RTB, RTD, RTST, RTZ, ZWD",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-23 10:59:54","2023-08-23 14:16:42",197
49172,"Utrecht-Rotterdam; Breukelen-Rotterdam","Rotterdam Centraal - Utrecht Centraal",142,"Rotterdam Centraal,Rotterdam Noord","RTD, RTN",stroomstoring,"power failure",stroomstoring,"power failure",infrastructure,"2023-08-23 11:00:26","2023-08-23 14:24:32",204
49173,"Groningen-Bad Nieuweschans","Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)","155,156","Scheemda,Winschoten","SDA, WS",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-23 11:27:36","2023-08-23 15:09:37",222
49174,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf","EGHM, HRL, HRLK, HZ, LG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 12:27:56","2023-08-23 13:37:11",69
49175,Apeldoorn-Deventer,"Apeldoorn - Deventer",87,"Apeldoorn,Apeldoorn Osseveld,Deventer,Twello","APD, APDO, DV, TWL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-23 12:54:46","2023-08-23 14:03:06",68
49176,Alkmaar-Hoorn,"Alkmaar - Hoorn",163,"Hoorn,Heerhugowaard,Obdam","HN, HWD, OBD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 14:47:38","2023-08-23 16:01:19",74
49177,Zutphen-Winterswijk,"Winterswijk - Zutphen",83,"Vorden,Zutphen","VD, ZP","sein-en overwegstoring","signal and level crossing failure","sein-en overwegstoring","signal and level crossing failure",infrastructure,"2023-08-23 15:58:19","2023-08-23 19:15:46",197
49178,Amsterdam-Schiphol,"Amsterdam Centraal - Schiphol Airport, Schiphol Airport - Zaandam","32,165","Amsterdam Lelylaan,Schiphol Airport","ASDL, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 16:59:03","2023-08-23 17:07:44",9
49179,"Amsterdam-Lelystad Centrum","Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport","144,145,149","Almere Centrum,Almere Buiten,Almere Oostvaarders,Almere Parkwijk","ALM, ALMB, ALMO, ALMP","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 17:28:05","2023-08-23 17:43:02",15
49180,Groningen-Leeuwarden,"Groningen - Leeuwarden",102,"Buitenpost,Grijpskerk,Zuidhorn","BP, GK, ZH",aanrijding,collision,aanrijding,collision,accidents,"2023-08-23 17:29:18","2023-08-23 20:45:26",196
49181,Dordrecht-Roosendaal,"Dordrecht - Roosendaal",171,"Oudenbosch,Roosendaal,Lage Zwaluwe,Zevenbergen","ODB, RSD, ZLW, ZVB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 17:44:23","2023-08-23 17:49:02",5
49182,Maastricht-Randwijck,"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck","75,121","Maastricht,Maastricht Randwyck","MT, MTR","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-23 17:52:43","2023-08-23 18:00:09",7
49183,Maastricht-Randwijck,"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck","75,121","Maastricht,Maastricht Randwyck","MT, MTR","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-23 18:27:20","2023-08-23 21:35:42",188
49184,Amersfoort-Deventer,"Amersfoort - Apeldoorn, Apeldoorn - Deventer","50,87","Amersfoort Centraal,Apeldoorn,Apeldoorn Osseveld,Deventer,Twello","AMF, APD, APDO, DV, TWL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 21:41:00","2023-08-23 22:11:02",30
49185,Amersfoort-Ede-Wageningen,"Amersfoort - Ede-Wageningen",47,"Amersfoort Centraal,Barneveld Centrum,Barneveld Noord,Hoevelaken","AMF, BNC, BNN, HVL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 21:52:02","2023-08-23 22:04:06",12
49186,Zwolle-Almelo,"Almelo - Zwolle",95,"Nijverdal,Raalte","NVD, RAT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 22:10:17","2023-08-23 23:59:58",110
49187,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen, Heerlen - Kerkrade Centrum","78,130","Heerlen,Heerlen De Kissel,Landgraaf","HRL, HRLK, LG","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-23 22:53:44","2023-08-23 23:55:48",62
49188,"Den Haag-Rotterdam; Leiden-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft Campus,Schiedam Centrum","DTCP, SDM",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-24 05:21:43","2023-08-24 10:05:35",284
49189,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-24 05:39:14","2023-08-24 09:04:25",205
49190,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Barendrecht,Dordrecht,Rotterdam Lombardijen,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Zwijndrecht","BRD, DDR, RLB, RTB, RTD, RTST, RTZ, ZWD",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-24 05:39:19","2023-08-24 09:52:24",253
49191,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-08-24 05:39:27","2023-08-24 09:52:18",253
49192,Meppel-Leeuwarden,"Leeuwarden - Zwolle",160,"Akkrum,Grou-Jirnsum,Heerenveen,Leeuwarden,Meppel,Steenwijk,Wolvega,Heerenveen IJsstadion","AKM, GW, HR, LW, MP, SWK, WV, HRY",wisselstoring,"points failure",wisselstoring,"points failure",infrastructure,"2023-08-24 07:13:35","2023-08-24 08:40:56",87
49193,Eindhoven-Weert,"Eindhoven - Roermond",67,"Eindhoven Centraal,Geldrop,Heeze,Maarheeze,Weert","EHV, GP, HZE, MZ, WT",aanrijding,collision,aanrijding,collision,accidents,"2023-08-24 10:10:26","2023-08-24 13:16:32",186
49194,Venlo-Roermond,"Roermond - Venlo",66,"Roermond,Reuver,Swalmen,Tegelen,Venlo","RM, RV, SM, TG, VL",aanrijding,collision,aanrijding,collision,accidents,"2023-08-24 10:19:31","2023-08-24 13:10:31",171
49195,Tilburg-Eindhoven,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Best,Boxtel,Eindhoven Centraal,Eindhoven Strijp-S","BET, BTL, EHV, EHS",aanrijding,collision,aanrijding,collision,accidents,"2023-08-24 10:23:24","2023-08-24 10:54:49",31
49196,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 10:28:39","2023-08-24 10:56:33",28
49197,Alkmaar-Hoorn,"Alkmaar - Den Helder, Alkmaar - Hoorn","162,163","Alkmaar,Alkmaar Noord,Heerhugowaard","AMR, AMRN, HWD","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 13:11:26","2023-08-24 13:15:42",4
49198,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-24 14:51:41","2023-08-24 14:53:51",2
49199,"Venlo-Roermond; Venlo-Mönchengladbach-Düsseldorf","Hamm (Westf.) - Venlo, Roermond - Venlo","66,128","Kaldenkirchen,Tegelen,Venlo","KN, TG, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 14:54:18","2023-08-24 15:31:15",37
49200,Zwolle-Groningen,"Groningen - Zwolle, Leeuwarden - Zwolle","146,160","Meppel,Zwolle","MP, ZL","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-24 15:29:37","2023-08-25 02:22:03",652
49201,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-24 15:35:22","2023-08-24 16:03:14",28
49202,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Rotterdam Centraal,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, RTD, SDM",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-08-24 15:47:37","2023-08-24 15:49:51",2
49203,"Rotterdam-Dordrecht; Dordrecht-Roosendaal","Dordrecht - Roosendaal, Dordrecht - Rotterdam Centraal","16,171","Barendrecht,Dordrecht,Dordrecht Zuid,Oudenbosch,Rotterdam Lombardijen,Roosendaal,Rotterdam Blaak,Rotterdam Centraal,Rotterdam Stadion,Rotterdam Zuid,Lage Zwaluwe,Zevenbergen,Zwijndrecht","BRD, DDR, DDZD, ODB, RLB, RSD, RTB, RTD, RTST, RTZ, ZLW, ZVB, ZWD","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-24 15:52:08","2023-08-24 16:30:57",39
49204,Hengelo-Enschede,"Enschede - Hengelo",92,"Enschede,Hengelo,Enschede Kennispark","ES, HGL, ESK","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 16:19:54","2023-08-24 16:23:21",3
49205,Utrecht-'s-Hertogenbosch,"'s-Hertogenbosch - Utrecht Centraal",151,"Culemborg,Geldermalsen,'s-Hertogenbosch,Houten,Houten Castellum,Utrecht Centraal,Zaltbommel,Utrecht Lunetten,Utrecht Vaartsche Rijn","CL, GDM, HT, HTN, HTNC, UT, ZBM, UTLN, UTVR","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-08-24 16:37:14","2023-08-24 17:02:41",25
49206,Zwolle-Emmen,"Emmen - Zwolle",159,"Mariënberg,Ommen","MRB, OMN","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 18:24:32","2023-08-24 19:00:48",36
49207,"Eindhoven-Maastricht; Eindhoven-Heerlen","Eindhoven - Roermond",67,"Eindhoven Centraal,Geldrop,Heeze,Maarheeze,Weert","EHV, GP, HZE, MZ, WT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 22:36:04","2023-08-24 22:46:08",10
49208,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Den Haag HS,Den Haag Moerwijk,Rijswijk","DT, GV, GVMW, RSW",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-08-24 23:11:43","2023-08-25 02:22:11",190
49209,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Centraal,Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASD, ASS, HLM, HLMS, HWZB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-24 23:15:07","2023-08-24 23:16:31",1
49210,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Delft Campus,Den Haag HS,Den Haag Moerwijk,Rijswijk,Rotterdam Centraal,Schiedam Centrum","DT, DTCP, GV, GVMW, RSW, RTD, SDM",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-08-25 01:08:11","2023-08-25 05:27:31",259
49211,Breda-Eindhoven,"Breda - Tilburg, Eindhoven - Tilburg","68,152","Boxtel,Oisterwijk,Tilburg,Tilburg Universiteit","BTL, OT, TB, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 06:10:59","2023-08-25 07:04:55",54
49212,"Schiphol-Rotterdam (HSL)","Rotterdam Centraal - Schiphol Airport (HSL)",24,"Rotterdam Centraal,Schiphol Airport","RTD, SHL","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-25 08:57:00","2023-08-25 08:58:17",1
49213,Breda-'s-Hertogenbosch,"'s-Hertogenbosch - Tilburg",69,"'s-Hertogenbosch,Tilburg","HT, TB","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-08-25 09:50:38","2023-08-25 20:16:32",626
49214,Eindhoven-Weert,"Eindhoven - Roermond",67,"Eindhoven Centraal,Geldrop,Heeze,Maarheeze,Weert","EHV, GP, HZE, MZ, WT","technisch onderzoek","technical investigation","technisch onderzoek","technical investigation",unknown,"2023-08-25 10:33:58","2023-08-25 10:59:10",25
49215,Nijmegen-'s-Hertogenbosch,"'s-Hertogenbosch - Nijmegen",57,"'s-Hertogenbosch,'s-Hertogenbosch Oost,Oss,Oss West,Rosmalen","HT, HTO, O, OW, RS","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-08-25 12:23:56","2023-08-25 17:58:30",335
49216,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf","EGHM, HRL, HRLK, HZ, LG","defecte bovenleiding","damaged overhead wires","defecte bovenleiding","damaged overhead wires",infrastructure,"2023-08-25 12:36:10","2023-08-25 23:08:48",633
49217,Roosendaal-Vlissingen,"Roosendaal - Vlissingen",21,"Bergen op Zoom,Krabbendijke,Kruiningen-Yerseke,Rilland-Bath","BGN, KBD, KRG, RB","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 16:32:17","2023-08-25 17:54:23",82
49218,Arnhem-Doetinchem,"Arnhem Centraal - Winterswijk",82,"Didam,Doetinchem,Doetinchem De Huet,Wehl,Zevenaar","DID, DTC, DTCH, WL, ZV","inzet van de politie","police action","inzet van de politie","police action",external,"2023-08-25 18:08:04","2023-08-25 18:43:38",36
49219,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 18:33:52","2023-08-25 18:35:15",1
49220,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 18:35:18","2023-08-25 18:38:31",3
49221,Almelo-Hardenberg,"Almelo - Mariënberg",96,"Almelo,Daarlerveen,Mariënberg,Vroomshoop,Vriezenveen","AML, DA, MRB, VHP, VZ","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 18:42:48","2023-08-25 18:49:29",7
49222,Leeuwarden-Stavoren,"Leeuwarden - Stavoren",104,"Hindeloopen,IJlst,Koudum-Molkwerum,Sneek,Stavoren,Workum","HNP, IJT, KMW, SK, STV, WK","defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2023-08-25 19:20:26","2023-08-25 22:01:59",162
49223,"'s-Hertogenbosch-Eindhoven; Tilburg-Eindhoven","'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg","152,153","Best,Boxtel,Eindhoven Centraal,Eindhoven Strijp-S","BET, BTL, EHV, EHS","persoon op het spoor","person on the railway track","persoon op het spoor","person on the railway track",external,"2023-08-25 19:21:07","2023-08-25 20:17:05",56
49224,Nijmegen-Venlo,"Nijmegen - Venlo",64,"Boxmeer,Blerick,Cuijk,Mook-Molenhoek,Nijmegen,Nijmegen Heyendaal,Venlo,Vierlingsbeek,Venray","BMR, BR, CK, MMLH, NM, NMH, VL, VLB, VRY","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-08-25 19:30:30","2023-08-25 20:04:03",34
49225,"Dordrecht-Breda; Dordrecht-Roosendaal","Breda - Dordrecht, Dordrecht - Roosendaal","170,171","Dordrecht,Dordrecht Zuid,Lage Zwaluwe","DDR, DDZD, ZLW",herstelwerkzaamheden,"repair works",herstelwerkzaamheden,"repair works","engineering work","2023-08-25 21:06:48","2023-08-25 22:16:24",70
49226,Amsterdam-Haarlem,"Amsterdam Centraal - Haarlem",112,"Amsterdam Sloterdijk,Haarlem,Haarlem Spaarnwoude,Halfweg-Zwanenburg","ASS, HLM, HLMS, HWZB","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-25 21:11:10","2023-08-25 21:42:27",31
49227,Haarlem,"Amsterdam Centraal - Haarlem, Haarlem - Leiden Centraal, Haarlem - Uitgeest, Haarlem - Zandvoort aan Zee","23,110,111,112",Haarlem,HLM,"logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-08-25 21:37:13","2023-08-25 21:49:29",12
49228,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-25 21:58:28","2023-08-25 22:08:37",10
49229,Haarlem-Alkmaar,"Haarlem - Uitgeest",111,"Bloemendaal,Beverwijk,Driehuis,Heemskerk,Haarlem,Santpoort Noord,Santpoort Zuid,Uitgeest","BLL, BV, DRH, HK, HLM, SPTN, SPTZ, UTG","inzet van hulpdiensten","an emergency call","inzet van hulpdiensten","an emergency call",external,"2023-08-25 22:18:43","2023-08-25 22:28:05",9
49230,"Den Haag-Rotterdam","Den Haag HS - Rotterdam Centraal",11,"Delft,Den Haag HS,Den Haag Moerwijk,Rijswijk","DT, GV, GVMW, RSW","gestrande trein","stranded train","gestrande trein","stranded train","rolling stock","2023-08-25 23:58:38","2023-08-26 02:01:12",123
49231,"Utrecht-Rotterdam; Utrecht-Den Haag","Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal","142,143","Gouda,Nieuwerkerk a/d IJssel,Zoetermeer Oost,Lansingerland-Zoetermeer","GD, NWK, ZTMO, LLZM","defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2023-08-26 06:07:54","2023-08-26 07:23:42",76
49232,"Alphen a/d Rijn-Gouda","Alphen a/d Rijn - Gouda",8,"Boskoop,Gouda,Waddinxveen,Waddinxveen Noord,Boskoop Snijdelwijk,Waddinxveen Triangel","BSK, GD, WAD, WADN, BSKS, WADT","defecte spoorbrug","damaged railway bridge","defecte spoorbrug","damaged railway bridge",infrastructure,"2023-08-26 06:11:56","2023-08-26 07:23:34",72
49233,Zutphen-Hengelo,"Hengelo - Zutphen",90,"Lochem,Zutphen","LC, ZP","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 07:23:26","2023-08-26 07:24:22",1
49234,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 09:13:07","2023-08-26 10:13:10",60
49235,Arnhem-Tiel,"Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel","54,59","Arnhem Centraal,Arnhem Zuid,Elst","AH, AHZ, EST","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 09:23:31","2023-08-26 10:13:05",50
49236,Arnhem-Winterswijk,"Arnhem Centraal - Winterswijk",82,"Didam,Wehl","DID, WL",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-26 09:44:26","2023-08-26 10:53:17",69
49237,Utrecht-Rhenen,"Rhenen - Utrecht Centraal",166,"Rhenen,Veenendaal Centrum","RHN, VNDC","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 10:38:53","2023-08-26 10:40:43",2
49238,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-26 12:51:35","2023-08-28 05:53:30",2462
49239,Rotterdam-Dordrecht,"Dordrecht - Rotterdam Centraal",16,"Rotterdam Blaak,Rotterdam Centraal,Rotterdam Zuid","RTB, RTD, RTZ",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-08-26 16:51:27","2023-08-26 17:22:50",31
49240,"Rotterdam-Breda (HSL)","Breda - Rotterdam Centraal (HSL)",15,"Breda,Rotterdam Centraal","BD, RTD",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-08-26 17:00:20","2023-08-26 17:22:47",22
49241,Breda-'s-Hertogenbosch,"'s-Hertogenbosch - Tilburg, Breda - Tilburg","68,69","Breda,Gilze-Rijen,'s-Hertogenbosch,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, HT, TB, TBR, TBU",brandmelding,"fire alarm",brandmelding,"fire alarm",external,"2023-08-26 17:03:14","2023-08-26 17:10:32",7
49242,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 17:22:43","2023-08-26 17:38:55",16
49243,Haarlem-Zandvoort,"Haarlem - Zandvoort aan Zee",110,"Haarlem,Overveen,Zandvoort aan Zee","HLM, OVN, ZVT","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 17:39:26","2023-08-26 17:53:45",14
49244,Breda-Tilburg,"Breda - Tilburg",68,"Breda,Gilze-Rijen,Tilburg,Tilburg Reeshof,Tilburg Universiteit","BD, GZ, TB, TBR, TBU","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 17:44:33","2023-08-26 18:25:54",41
49245,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HZ, LG, AW","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-26 19:17:52","2023-08-26 21:32:25",135
49246,"Heerlen-Aachen Hbf","Aachen Hbf - Heerlen",130,"Aachen Hbf,Eygelshoven Markt,Heerlen,Heerlen De Kissel,Herzogenrath,Landgraaf,Aachen West","AHBF, EGHM, HRL, HRLK, HZ, LG, AW","beperkingen in de materieelinzet","problems with the rolling stock","beperkingen in de materieelinzet","problems with the rolling stock","rolling stock","2023-08-27 06:22:46","2023-08-27 17:15:58",653
49247,Amsterdam-Almere,"Amsterdam Centraal - Lelystad Centrum",145,"Almere Centrum,Almere Muziekwijk,Amsterdam Centraal,Amsterdam Muiderpoort,Amsterdam Science Park,Diemen,Weesp,Almere Poort","ALM, ALMM, ASD, ASDM, ASSP, DMN, WP, AMPO",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-27 07:32:36","2023-08-27 17:26:37",594
49248,Utrecht-Almere,"Almere Oostvaarders - Utrecht Centraal",149,"Almere Centrum,Almere Muziekwijk,Bussum Zuid,Hilversum,Naarden-Bussum,Weesp,Almere Poort,Hilversum Media Park","ALM, ALMM, BSMZ, HVS, NDB, WP, AMPO, HVSM",seinstoring,"signal failure",seinstoring,"signal failure",infrastructure,"2023-08-27 07:43:17","2023-08-27 17:26:32",583
49249,Venlo-Roermond,"Roermond - Venlo",66,"Tegelen,Venlo","TG, VL","defecte trein","broken down train","defecte trein","broken down train","rolling stock","2023-08-27 10:20:06","2023-08-27 10:29:43",10
49250,"Eindhoven-Maastricht; Eindhoven-Heerlen","Eindhoven - Roermond",67,"Roermond,Weert","RM, WT",politieonderzoek,"police investigation",politieonderzoek,"police investigation",external,"2023-08-27 11:00:29","2023-08-27 14:01:19",181
49251,Venlo-Roermond,"Roermond - Venlo",66,"Roermond,Reuver,Swalmen,Tegelen,Venlo","RM, RV, SM, TG, VL","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-08-27 11:08:41","2023-08-27 13:44:02",155
49252,Venlo-Roermond,"Roermond - Venlo",66,"Roermond,Swalmen","RM, SM","sein- en wisselstoring","signalling and points failure","sein- en wisselstoring","signalling and points failure",infrastructure,"2023-08-27 14:19:40","2023-08-27 16:51:50",152
49253,'s-Hertogenbosch-Eindhoven,"'s-Hertogenbosch - Eindhoven",153,"Boxtel,'s-Hertogenbosch,Vught","BTL, HT, VG",aanrijding,collision,aanrijding,collision,accidents,"2023-08-27 16:05:08","2023-08-27 19:38:22",213
49254,Arnhem-Nijmegen,"Arnhem Centraal - Nijmegen",59,"Arnhem Centraal,Arnhem Zuid,Elst,Nijmegen,Nijmegen Lent","AH, AHZ, EST, NM, NML","logistieke beperkingen","logistical limitations","logistieke beperkingen","logistical limitations",logistical,"2023-08-27 16:32:25","2023-08-27 17:16:20",44
49255,Utrecht-'s-Hertogenbosch,"'s-Hertogenbosch - Utrecht Centraal",151,"Culemborg,Geldermalsen,'s-Hertogenbosch,Houten,Houten Castellum,Utrecht Centraal,Zaltbommel,Utrecht Lunetten,Utrecht Vaartsche Rijn","CL, GDM, HT, HTN, HTNC, UT, ZBM, UTLN, UTVR","verstoring elders","disruption elsewhere","verstoring elders","disruption elsewhere",logistical,"2023-08-27 16:41:04","2023-08-27 17:04:36",24
